0.0,39748.2,0.0,21122.0
1.0,45861.4,1.0,34202.5
2.0,46823.1,2.0,39456.4
3.0,47093.0,3.0,42112.5
4.0,45972.4,4.0,43799.2
5.0,44442.4,5.0,44649.7
6.0,43853.6,6.0,45059.0
7.0,43636.9,7.0,45255.7
8.0,40847.4,8.0,45272.7
9.0,39909.2,9.0,45212.1
10.0,40271.4,10.0,44917.5
11.0,38626.9,11.0,44648.7
12.0,37809.2,12.0,44300.2
13.0,37560.1,13.0,43821.7
14.0,35580.8,14.0,43374.2
15.0,35434.4,15.0,42939.7
16.0,35154.7,16.0,42476.7
17.0,34798.0,17.0,42068.4
18.0,34464.8,18.0,41629.7
19.0,33265.1,19.0,41134.1
20.0,33022.5,20.0,40675.5
21.0,32605.8,21.0,40249.7
22.0,30966.8,22.0,39806.5
23.0,31371.3,23.0,39377.7
24.0,31289.8,24.0,38974.2
25.0,30943.2,25.0,38556.5
26.0,30508.1,26.0,38154.0
27.0,29303.7,27.0,37780.1
28.0,29526.5,28.0,37429.7
29.0,29318.2,29.0,37050.2
30.0,28515.8,30.0,36688.1
31.0,29299.8,31.0,36336.5
32.0,27983.4,32.0,36001.8
33.0,27888.4,33.0,35675.0
34.0,27569.9,34.0,35341.5
35.0,26441.9,35.0,35024.4
36.0,27430.4,36.0,34714.3
37.0,26548.8,37.0,34412.6
38.0,26660.7,38.0,34120.3
39.0,26588.6,39.0,33835.0
40.0,25961.1,40.0,33546.3
41.0,25611.5,41.0,33255.1
42.0,25185.8,42.0,32982.6
43.0,25769.0,43.0,32711.3
44.0,24565.2,44.0,32463.7
45.0,24496.4,45.0,32214.5
46.0,24985.8,46.0,31962.0
47.0,24302.1,47.0,31719.5
48.0,23292.9,48.0,31490.0
49.0,23854.9,49.0,31256.8
50.0,23427.4,50.0,31035.8
51.0,23663.6,51.0,30805.9
52.0,22563.7,52.0,30588.0
53.0,22581.2,53.0,30373.5
54.0,22813.7,54.0,30170.6
55.0,23867.5,55.0,29961.7
56.0,23418.5,56.0,29759.5
57.0,23497.3,57.0,29560.7
58.0,22752.4,58.0,29373.2
59.0,22187.8,59.0,29182.9
60.0,21020.0,60.0,29002.2
61.0,23476.1,61.0,28820.7
62.0,21041.1,62.0,28641.9
63.0,21488.9,63.0,28471.1
64.0,21078.0,64.0,28297.6
65.0,21245.1,65.0,28130.5
66.0,20164.7,66.0,27961.8
67.0,20650.1,67.0,27797.5
68.0,22258.8,68.0,27636.1
69.0,21151.0,69.0,27473.3
70.0,18920.7,70.0,27313.2
71.0,20524.0,71.0,27160.3
72.0,19338.3,72.0,27007.1
73.0,19556.4,73.0,26855.4
74.0,21025.2,74.0,26709.4
75.0,18865.2,75.0,26563.4
76.0,19876.6,76.0,26418.4
77.0,20580.8,77.0,26279.3
78.0,20375.9,78.0,26139.6
79.0,19960.7,79.0,26008.2
80.0,20129.9,80.0,25879.2
81.0,20105.1,81.0,25744.1
82.0,18375.9,82.0,25614.0
83.0,18057.8,83.0,25488.9
84.0,19943.3,84.0,25359.7
85.0,18656.2,85.0,25236.3
86.0,18750.7,86.0,25117.5
87.0,16586.1,87.0,24997.3
88.0,17984.8,88.0,24877.8
89.0,19061.8,89.0,24758.9
90.0,17889.6,90.0,24641.5
91.0,18176.0,91.0,24526.8
92.0,16306.3,92.0,24416.8
93.0,17466.5,93.0,24307.3
94.0,18645.6,94.0,24200.5
95.0,19171.8,95.0,24094.9
96.0,17833.6,96.0,23988.8
97.0,19597.7,97.0,23884.7
98.0,18879.6,98.0,23778.7
99.0,11768.9,99.0,23676.8
