-0.256733,0.113108,0.215327
-0.00251143,-0.0013508,0.00923245
0.478097,-0.0832488,0.0951928
-0.0227256,-0.0273788,-0.0772256
-0.387847,0.293981,-0.384589
-0.00611814,0.0103204,-0.14216
0.0280318,0.0863758,0.0121929
-0.0147098,-0.00426551,0.0115303
-0.00750629,0.036995,-0.0170859
-0.0343395,-0.0155208,0.0362143
-1.97726,-2.49784,-2.39073
-7.26625,3.93097,-5.85236
4.93418,5.34323,-0.991299
-0.0229207,0.0958209,-0.0929109
-0.00673438,0.0130763,-0.00699421
-0.036811,0.058873,0.00084624
-0.0158528,0.0640875,0.0768813
0.148501,0.0602636,-0.132349
0.0202023,0.025024,0.017049
0.0416348,-0.244238,-0.329283
-0.0318641,-0.0286142,-0.00196273
0.18664,-0.072655,-0.0406422
0.00434719,-0.0170153,0.00606406
0.77529,0.347822,3.27472
-11.2642,-3.38969,0.811213
0.931196,0.692097,1.31829
-0.105224,0.05643,-0.185194
0.0115555,-0.0077703,0.0110067
-0.994844,-0.372968,1.15465
-0.0513847,0.0922346,-0.0135802
0.200598,-0.201618,-0.137167
-1.9184,-1.04786,-1.88114
-0.0304833,-0.0719418,0.024024
0.796945,1.47742,0.746038
0.02991,-0.0207697,0.0311122
0.465938,0.102085,0.734737
-0.543992,0.157924,0.00592132
-38.9852,11.2834,22.6761
0.576213,-0.684103,0.932316
0.0122495,-0.0319492,-0.00412566
-0.096944,-0.052136,-0.0469312
0.0523231,-0.0601165,0.0492938
0.530927,-1.26974,-0.501701
0.0748165,0.0125875,-0.00353862
-0.623644,-0.0654187,0.633774
0.0693315,-0.00222833,0.0965303
0.010658,0.0341753,-0.0132186
-0.449125,-1.11278,-0.0714565
0.434772,0.575328,-0.346742
6.24292,-7.84878,-2.03559
-0.0293808,-0.192378,-0.170932
1.41276,0.0424123,2.34309
0.0712884,0.293597,-0.0465493
-0.638663,2.01159,0.815483
0.154697,-0.153476,0.0828488
0.00289827,-0.0821746,0.134226
-0.0648226,0.00156798,-0.0260831
0.223268,-1.58613,-1.05891
-5.19605,-2.57622,-0.364091
0.0783799,-0.0525344,0.11942
0.0745614,0.0485239,-0.0153967
0.0028195,-0.0140322,-0.0238928
0.144155,0.0842765,0.0412355
-0.0782522,-0.00968353,0.0225242
-0.038355,-0.0212223,-0.00875806
0.304597,0.124948,0.318272
2.58364,2.96988,8.84092
-0.0698942,-0.0406965,0.020512
0.0499974,-0.0378077,-0.132588
-0.0114849,-0.427572,0.117053
0.0664447,0.0454834,-0.0791458
-0.0586291,0.0120274,0.0451898
0.0528503,0.185207,-0.0368522
1.13322,-0.484835,-0.128208
0.0582617,-0.0196497,0.00606236
-0.0442522,0.0386238,-0.0153328
-0.10463,0.0602697,-0.0707564
-0.11848,0.0366404,-0.094562
-0.00234102,0.0145393,0.0348159
-1.1987,0.22212,0.131939
-0.0123022,-0.0785905,-0.0519506
1.45543,1.28749,-1.39325
0.0787979,-0.251927,-0.039958
0.212531,-0.0499341,-0.0224217
-0.554939,-2.45753,-0.141338
-0.184573,-0.072656,-0.00457973
-0.289874,-0.127287,-0.256294
0.0172558,0.0292349,0.0524748
0.348244,-0.00254205,-0.10749
-0.162519,0.152273,0.0365953
-0.06163,0.0831605,0.0300584
-0.00666849,-0.00233803,0.00451814
0.667014,0.150628,0.700682
-0.160046,-0.287481,0.4492
0.139585,-0.182023,0.00425869
-0.0557435,0.0714677,-0.00919719
0.00904739,-0.0340998,0.231222
0.788225,-0.595647,-0.206009
0.0326526,0.0360144,0.0480264
0.041188,-0.00152072,0.0727847
