0.0,44204.4,0.0,44214.9
10.0,36688.0,10.0,43151.7
20.0,31044.2,20.0,38768.2
30.0,27584.3,30.0,35181.9
40.0,24851.6,40.0,32340.0
50.0,23075.5,50.0,30065.1
60.0,21383.5,60.0,28216.3
70.0,19889.2,70.0,26635.4
80.0,18821.9,80.0,25298.5
90.0,18048.3,90.0,24146.3
100.0,17166.3,100.0,23135.0
110.0,16545.8,110.0,22241.4
120.0,15939.3,120.0,21450.9
130.0,15316.5,130.0,20726.9
140.0,14392.3,140.0,20075.0
150.0,14135.2,150.0,19477.5
160.0,13525.7,160.0,18933.2
170.0,13956.9,170.0,18430.2
180.0,13528.2,180.0,17966.6
190.0,13103.5,190.0,17536.7
200.0,11908.4,200.0,17132.9
210.0,12109.5,210.0,16756.9
220.0,11180.5,220.0,16405.8
230.0,11257.8,230.0,16077.9
240.0,11276.8,240.0,15771.1
250.0,11079.7,250.0,15479.6
260.0,10867.9,260.0,15199.4
270.0,11208.1,270.0,14936.5
280.0,11835.6,280.0,14686.8
290.0,10951.0,290.0,14448.1
300.0,10534.5,300.0,14221.6
310.0,9601.53,310.0,14005.3
320.0,9419.43,320.0,13798.3
330.0,10025.9,330.0,13600.8
340.0,10781.2,340.0,13410.2
350.0,9797.79,350.0,13228.6
360.0,10129.2,360.0,13054.0
370.0,9795.9,370.0,12885.3
380.0,9765.35,380.0,12723.4
390.0,9138.43,390.0,12567.2
400.0,9837.34,400.0,12416.0
410.0,10062.6,410.0,12271.2
420.0,9816.85,420.0,12132.7
430.0,10572.8,430.0,11996.2
440.0,8363.47,440.0,11865.1
450.0,8962.49,450.0,11738.7
460.0,9005.2,460.0,11616.8
470.0,7878.21,470.0,11499.7
480.0,8447.02,480.0,11384.2
490.0,8063.34,490.0,11271.7
500.0,6951.67,500.0,11163.6
510.0,8111.18,510.0,11057.7
520.0,8253.22,520.0,10955.3
530.0,8056.89,530.0,10856.2
540.0,7846.24,540.0,10758.9
550.0,8257.2,550.0,10664.2
560.0,7441.4,560.0,10571.6
570.0,7478.87,570.0,10481.5
580.0,7682.01,580.0,10394.2
590.0,7353.95,590.0,10309.0
600.0,7031.49,600.0,10225.8
610.0,7373.34,610.0,10145.0
620.0,7249.59,620.0,10065.5
630.0,7438.43,630.0,9987.45
640.0,7327.66,640.0,9911.35
650.0,7766.05,650.0,9837.11
660.0,6878.82,660.0,9765.07
670.0,6735.17,670.0,9694.94
680.0,6548.95,680.0,9625.59
690.0,6224.42,690.0,9557.46
700.0,6190.77,700.0,9491.76
710.0,6494.59,710.0,9426.79
720.0,6975.11,720.0,9362.5
730.0,6927.72,730.0,9300.88
740.0,6978.18,740.0,9239.37
750.0,8104.18,750.0,9179.57
760.0,6642.49,760.0,9120.4
770.0,5591.46,770.0,9062.48
780.0,5952.0,780.0,9006.41
790.0,6141.82,790.0,8950.5
800.0,7464.88,800.0,8895.91
810.0,6365.15,810.0,8842.06
820.0,7611.0,820.0,8789.21
830.0,6598.25,830.0,8737.49
840.0,7386.14,840.0,8686.96
850.0,6022.32,850.0,8637.06
860.0,6567.23,860.0,8587.69
870.0,5644.16,870.0,8539.69
880.0,6582.69,880.0,8491.91
890.0,6995.68,890.0,8445.03
900.0,6458.93,900.0,8399.26
910.0,5798.78,910.0,8354.09
920.0,6828.5,920.0,8309.82
930.0,6069.63,930.0,8266.19
940.0,6029.23,940.0,8223.34
950.0,7163.81,950.0,8180.92
960.0,6308.66,960.0,8138.75
970.0,4567.58,970.0,8097.73
980.0,5384.25,980.0,8057.09
990.0,4156.51,990.0,8017.39
